Title,Link,Author Keywords,Index Keywords
"The emerging addition of resilience as a component of sustainability in urban policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063109532&doi=10.1016%2fj.cities.2019.03.012&partnerID=40&md5=1b49ddd4209362a6fea8ac7175820792","Metropolitan plans; Sustainability; Urban policy; Urban resilience","ecosystem resilience; metropolitan area; strategic approach; sustainability; urban planning; urban policy; Australia; Melbourne; Victoria [Australia]"
"Fire Fragility Functions for Steel Frame Buildings: Sensitivity Analysis and Reliability Framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052060061&doi=10.1007%2fs10694-018-0764-5&partnerID=40&md5=2136640ea0560a5ade21977220d960c7","Fire fragility curve; Sensitivity analysis; Steel building; Structural reliability; Urban resilience","Fire protection; Heat transfer; Intelligent systems; Monte Carlo methods; Office buildings; Reliability analysis; Sensitivity analysis; Steel construction; Structural analysis; Structural frames; Thermal conductivity; Uncertainty analysis; Fire resistance rating; Fragility curves; Probabilistic modeling; Steel buildings; Structural reliability; Temperature dependent; Urban resilience; Variance-based methods; Fire resistance"
"Global urbanization and food production in direct competition for land: Leverage places to mitigate impacts on SDG2 and on the Earth System","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068231977&doi=10.1177%2f2053019619856672&partnerID=40&md5=f6e199f9cbac4999005ed553de7136b8","cropland; economic globalization; food security; Global South; global sustainability; human resilience; social-ecological teleconnection; soil health; urban and peri-urban agriculture; urbanization",
"Leveraging endogenous climate resilience: urban adaptation in Pacific Small Island Developing States","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059299495&doi=10.1177%2f0956247818816654&partnerID=40&md5=23bd224d1ee6f94b3b6cc9750d0f6bbb","climate change adaptation; informal settlements; international development; Pacific; Small Island Developing States; urban resilience","adaptive management; climate change; developing world; environmental policy; informal settlement; local participation; participatory approach; small island state; urban planning; vulnerability; Guadalcanal; Honiara; Pacific islands; Solomon Islands [(ISG) Melanesia]; Solomon Islands [Solomon Islands (ISG)]; Vanuatu"
"Urban-centric resilience in search of theoretical stabilisation? A phased thematic and conceptual review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055900825&doi=10.1016%2fj.jenvman.2018.09.078&partnerID=40&md5=568a583fe20b705bbefee392dd62c998","General/specified resilience; Research focuses; Resilience conceptualisations; Thematic evolution; Theoretical stabilisation","climate change; conceptual framework; literature review; stabilization; stakeholder; theoretical study; urban area; urban growth; human; publication; review; scientific literature; theoretical study; bibliometrics; city; climate change; social environment; Bibliometrics; Cities; Climate Change; Humans; Social Environment"
"The racialized death-politics of urban resilience governance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039561259&doi=10.1080%2f13504630.2017.1418605&partnerID=40&md5=ecc1616defd21f156214065e73371d5a","(in)security; emergency; Necropolitics; non-exceptional death-politics; prevention; urban resilience governance","governance approach; political power; security; sovereignty; urban politics"
"How Urban Resilience Can Change Cities: A System Dynamics Model Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068622903&doi=10.1007%2f978-3-030-24305-0_9&partnerID=40&md5=66656d6d0bd4884eb67c988a52696672","Causality; Decision-making; Resilient cities; Strategic planning; System Dynamics Model; Urban resilience","Decision making; Strategic planning; Urban growth; Causality; Dynamic phenomena; Evaluation modeling; Fundamental principles; Resilient cities; Socio-economic systems; System dynamics model; Urban resilience; System theory"
"Urban resilience patterns after an external shock: An exploratory study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048397650&doi=10.1016%2fj.ijdrr.2018.05.012&partnerID=40&md5=d0fb61a78073a00d0ad557b13dae4b99","External shock; Resilience; Urban resilience pattern; Urbanization; Vulnerability",
"Policy narratives help maintain institutional traps in the governance of floods in Thailand","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023749532&doi=10.1080%2f07900627.2017.1336989&partnerID=40&md5=0f86c457cc5f08a2872b6942a011c048","Governance; institutional traps; policy narratives; Thailand; urban floods","Floods; Governance; institutional traps; Local community; Organizational interests; Policy learning; Thailand; Urban floods; Urban resilience; Public policy; flood; governance approach; hazard management; institutional framework; urban policy; urban region; Ayutthaya [Phra Nakhon Si Ayutthaya]; Bangkok; Central Region [Thailand]; Chiang Mai [Chiang Mai (PRV)]; Chiang Mai [Northern Region]; Krung Thep Mahanakhon; Northern Region [Thailand]; Phra Nakhon Si Ayutthaya [Central Region]; Thailand"
"Promises and perils of collective land tenure in promoting urban resilience: Learning from China's urban villages","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046168494&doi=10.1016%2fj.habitatint.2018.04.006&partnerID=40&md5=d1d0f699f6a8948d2dbcfbbb2bd7a24e","China; Collective governance; Community governance; Land tenure; Property rights; Resilience; Urban villages","collective action; governance approach; land tenure; local participation; property rights; urban area; China; Guangdong; Shenzhen"
"Urban resilience to floods in Coastal Cities: Challenges and opportunities for Ho Chi Minh City and other emerging cities in Southeast Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038810835&doi=10.1061%2f%28ASCE%29UP.1943-5444.0000419&partnerID=40&md5=ac47c0ed12f0e6ece48a814c307422f5","Coastal city; Flood vulnerability; Spatial planning and management; Urban resilience","Disasters; Flood control; Coastal cities; Design considerations; Development plans; Flood protection; Flood vulnerabilities; Natural disasters; Spatial planning; Urban resilience; Floods; coastal zone; flood control; flooding; management; planning process; spatial planning; urban planning; vulnerability; Ho Chi Minh City; Viet Nam"
"Resilient Urban Form: A Conceptual Framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043349500&doi=10.1007%2f978-3-319-75798-8_9&partnerID=40&md5=2815e9480c156cd2b306dedaecea7ad1","And at what scale?; Assessment; Conceptual framework; For what; Resilience; Resilience of what; To what; Urban form; Urban morphology","Urban planning; And at what scale; Assessment; Conceptual frameworks; For what; Resilience; Resilience of what; To what; Urban form; Urban morphology; Urban growth"
"Resilience Matrix for Comprehensive Urban Resilience Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043328371&doi=10.1007%2f978-3-319-75798-8_2&partnerID=40&md5=47d39c679cb2e4861ce6173351b4e3c8","Coastal flooding; Community resilience; Resilience case study; Resilience matrix; Resilience metrics","Complex networks; Coordination reactions; Decision making; Disaster prevention; Disasters; Floods; Large scale systems; Risk assessment; Urban planning; Coastal flooding; Community resiliences; Disaster resiliences; Integrated complexes; Performance assessment; Resilience case study; Resilience metrics; US National Academy of Sciences; Information management"
"An exploration of the potential for re-distributed manufacturing to contribute to a sustainable, resilient city*","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018848405&doi=10.1080%2f19397038.2017.1318969&partnerID=40&md5=6aee7f167812d458996f5c46ab33f8ff","green supply chains; re-distributed manufacturing; resilience; sustainable business models; Sustainable manufacture; sustainable technology innovation","Environmental impact; Environmental technology; Supply chains; Sustainable development; Distributed manufacturing; Green supply chain; resilience; Sustainable business; Sustainable technology; Manufacture"
"Assessing the ecological dimension of urban resilience and sustainability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021132646&doi=10.1080%2f19463138.2017.1341890&partnerID=40&md5=03e5c84edd73bd900055a476b5ca4556","Mexico City; urban indicators; urban planning; urban resilience; Urban sustainability","analytical framework; assessment method; conceptual framework; decision making; governance approach; participatory approach; sustainability; urban planning; Federal District [Mexico]; Mexico City; Mexico [North America]"
"Heterogeneity in resident perceptions of a bio-cultural heritage in Hong Kong: A latent class factor analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014325079&doi=10.1016%2fj.ecoser.2017.02.019&partnerID=40&md5=f85f6592ede4af55872d57510a808cbf","Biological benefits; Cultural ecosystem services; Heterogeneous perception; Hong Kong; Latent class factor analysis; Urban heritage tree",
"Evaluating reconstruction effects on urban resilience: a comparison between two Chilean tsunami-prone cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992364793&doi=10.1007%2fs11069-016-2630-4&partnerID=40&md5=0ce538ca39a4884600df50077a11ed89","Earthquake; Post-disaster reconstruction; Tsunami; Urban morphology indicators; Urban resilience","comparative study; disaster management; governance approach; housing provision; reconstruction; tsunami; urban area; urban planning; Chile"
"Examining urban inequality and vulnerability to enhance resilience: insights from Mumbai, India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991094815&doi=10.1007%2fs10584-016-1813-z&partnerID=40&md5=f1909e779dd1886bcf57040ed59eec2d",,"Fuzzy logic; Hazards; Heating; Change conditions; Climate hazards; Complex problems; Fuzzy logic approach; Mumbai , India; Urban population; Urban resilience; Urban-household; Climate change; analytical hierarchy process; climate change; climate conditions; fuzzy mathematics; household expenditure; livelihood; poverty; resilience; socioeconomic conditions; urban population; vulnerability; India; Maharashtra; Mumbai"
"Dynamic agent based simulation of welfare effects of urban disasters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975481427&doi=10.1016%2fj.compenvurbsys.2016.06.005&partnerID=40&md5=647f1556df887d0c74d8dc49e9be91f5","Disaster management; Dynamic agent based modeling; Urban resilience; Welfare outcomes","Autonomous agents; Computational methods; Disaster prevention; Dynamics; Housing; Land use; Public policy; Allocation algorithm; Central business districts; Disaster management; Dynamic agents; Policy implications; Simulation platform; Urban resilience; Welfare outcomes; Disasters; algorithm; bottom-up approach; central business district; computer simulation; disaster management; numerical model; planning method; urban area; vulnerability; welfare economics; Israel; Jerusalem [Israel]; Jerusalem [Jerusalem (DST)]"
"Blending adaptive governance and institutional theory to explore urban resilience and sustainability strategies in the Rome metropolitan area, Italy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946430327&doi=10.1080%2f19463138.2015.1102726&partnerID=40&md5=39ae826e7f1d2bb891436c30da1e2154","adaptive governance; institutions; urban resilience; urban sustainability; urban transitions","adaptive management; governance approach; metropolitan area; strategic approach; sustainability; theoretical study; urban development; Italy; Lazio; Roma [Lazio]; Rome"
